Site,Name,Lat,Lon,Start,End,Years, %,AWS
11053,RED ROCKS POINT,-32.2028,127.5297,Dec 1999,Nov 2017,14,74,  Y
10634,REDLANDS,-32.3108,116.7675,Aug 1911,Nov 2017,105,97,  N
9678,REDMOND,-34.8772,117.6725,Jan 1955,Oct 2017,60.9,96,  N
4043,REDMONT,-21.9931,119.0131,Dec 1925,Apr 2012,43.8,50,  N
10250,REDWING,-31.135,116.9242,Jan 1930,Oct 2017,87.8,100,  N
7200,REEDY,-27.1242,118.2714,Nov 1988,Oct 1999,10.9,99,  N
7077,REEDY,-27.15,118.25,Jan 1937,Feb 1949,10.3,85,  N
11014,REID,-30.8217,128.425,Aug 1940,Jun 1989,37.5,77,  N
10051,REMLAP,-30.1403,117.57,Jan 1965,Dec 1978,12.8,89,  N
12303,REOMMAR,-33.5908,121.0142,Apr 1973,Oct 1991,14.6,78,  N
7169,RHODES RIDGE,-23.1017,119.3678,Feb 1971,Oct 2011,33.9,83,  N
10222,RIBBLETON,-30.75,117.9,Feb 1925,Dec 1934,9.9,100,  N
12114,RICHFIELDS,-33.6839,120.6958,Jan 1955,Aug 2017,58.7,92,  N
12291,RIVER PLAINS,-33.4578,120.915,Feb 1983,Aug 2017,34.5,99,  N
10635,RIVERDALE,-33.7853,116.9064,Feb 1909,Nov 2017,105,96,  N
12205,RIVERINA,-29.7514,120.5669,Jan 1964,Sep 2009,34.7,76,  N
9725,RIVERSDALE,-34.3,116.9833,May 1913,Sep 1924,10.8,95,  N
8113,RIVERSIDE,-27.8325,114.7364,Jul 1929,Nov 2017,87.6,98,  N
9726,RIVERSIDE,-34.4,116.4,Feb 1903,Jul 1927,20.6,84,  N
10773,RIVERVIEW,-32.7,116.8,Sep 1921,Aug 1932,9.7,88,  N
5070,ROBE,-21.3567,115.8208,Nov 1972,Oct 2017,43.8,95,  N
10867,ROCK HILL,-33.205,117.2897,Jun 1966,Nov 1998,30.1,92,  N
8255,ROCK HILLS,-30.3833,116.8833,Jul 1929,Aug 1934,4.5,87,  N
2025,ROCKHOLE DOWNS,-18.3667,127.5667,Sep 1922,Feb 1949,17.5,66,  N
9036,ROCKINGHAM POST OFFICE,-32.2842,115.755,Mar 1898,Jun 1995,88.3,88,  N
5085,ROCKLEA,-22.8853,117.4464,Jan 1992,Mar 2017,11,40,  N
9964,ROCKY GULLY,-34.5714,117.0106,Jan 1996,Nov 2017,21.8,95,  Y
9661,ROCKY GULLY TOWN,-34.5097,117.0117,Jan 1954,Oct 2017,63.8,98,  N
12293,ROCKY PLAINS,-33.6211,122.6,Jan 1982,Mar 2015,32.4,97,  N
200304,ROCKY POINT,-10.4167,105.6833,Jan 1946,Feb 1973,14,51,  N
4035,ROEBOURNE,-20.7767,117.1456,Mar 1887,Jan 2015,116.4,91,  N
4090,ROEBOURNE AERO,-20.7594,117.1583,Jun 2001,Nov 2017,16.5,97,  Y
3023,ROEBUCK PLAINS,-17.9311,122.4725,Jun 1903,Jan 2011,93.8,86,  N
9657,ROELANDS,-33.2947,115.7706,Feb 1942,Nov 2017,75.8,99,  N
9601,ROELANDS VILLAGE,-33.3208,115.8825,Feb 1909,Jun 2008,68.4,68,  N
9113,ROLEYSTONE,-32.1133,116.0819,Jul 1964,Nov 2017,49.7,92,  N
9241,ROLEYSTONE WEST,-32.1308,116.0614,Nov 1993,Apr 2012,18.4,98,  N
3055,ROLLAH,-18.7,121.75,Aug 1907,Feb 1919,11.4,98,  N
10223,RONALDSTON,-30.75,118.3,Nov 1927,Sep 1944,16.9,100,  N
10812,ROOKVIEW,-32.8167,118.7,Aug 1968,Dec 1975,7.3,98,  N
9948,ROSA BROOK,-33.9383,115.2669,Aug 1972,Oct 1985,12.7,95,  N
9600,ROSA BROOK,-33.9628,115.1828,Jan 1925,Oct 2017,46.6,48,  N
9643,ROSAMEL,-33.2,115.7,Oct 1919,Dec 1963,33.5,76,  N
10637,ROSELEA,-33.0433,118.1025,Apr 1912,Aug 2009,92.1,94,  N
8114,ROSELM,-29.55,116.05,May 1929,Mar 1954,20.8,84,  N
4072,ROSEMARY ISLAND,-20.4833,116.5333,Oct 1963,Aug 1964,0.9,100,  N
7141,ROTHESAY,-29.3,116.9,Sep 1898,Nov 1904,1.2,19,  N
9193,ROTTNEST ISLAND,-32.0069,115.5022,Jul 1983,Nov 2017,25.4,71,  Y
9038,ROTTNEST ISLAND LIGHTHOUSE,-32.0089,115.5022,Feb 1881,Dec 1995,89.6,78,  N
8115,ROUND HILL,-30.565,116.2364,Mar 1905,Sep 2008,85.2,82,  N
5023,ROY HILL,-22.6217,119.9564,Aug 1900,Mar 1990,75.4,84,  N
10837,RPF 101 MILE,-32.95,117.9167,Nov 1910,Sep 1913,2.8,97,  N
8105,RPF 102,-30.3,116.95,May 1910,Nov 1952,39.2,92,  N
10857,RPF 118 MILE,-33.1833,117.9,Jan 1909,Dec 1913,3.8,77,  N
7073,RPF 126 MILE,-29.55,118.5,Mar 1906,Sep 1955,42.1,85,  N
10632,RPF 129 MILE,-32.9,119.9,Jan 1907,Jan 1955,10.3,21,  N
10273,RPF 141,-29.7333,116.6667,Jun 1910,Dec 1912,2.3,87,  N
8112,RPF 170,-27.85,114.1333,Jun 1910,May 1948,35.5,90,  N
10674,RPF 173 MILE,-33.4,120.2167,Oct 1907,Sep 1955,16.1,15,  N
10856,RPF 177 MILE,-33.7833,118.5333,Nov 1907,Oct 1910,1.4,47,  N
7075,RPF 180 MILE,-26.85,118.7,Jan 1910,May 1948,35,91,  N
7076,RPF 206 MILE,-27.95,118.6,Apr 1906,Dec 1952,40.2,86,  N
7116,RPF 375,-26.4,119.8,May 1910,Jul 1931,20.1,94,  N
7171,RPF 40 MILE,-28.5167,116.6333,Nov 1915,Jul 1920,3.4,72,  N
13008,RPF 477 MILE,-25,120.1,Jan 1913,Jul 1948,34.5,97,  N
13009,RPF 495 MILE,-24.8,120.1,Aug 1948,Oct 1948,0.3,100,  N
13010,RPF 510 MILE,-24.55,120.1,Jan 1913,Jul 1948,34,94,  N
10742,RPF 52 MILE,-32.2167,117.6833,Jun 1910,Dec 1921,10.8,93,  N
12290,RPF 56 MILE,-30.6,118.55,Mar 1906,Dec 1937,27,85,  N
13013,RPF 561 MILE,-23.9,120.4,Feb 1913,Apr 1947,33.3,97,  N
10555,RPF 57 MILE,-32.3167,117.8,Jan 1922,Jul 1966,44,99,  N
4065,RPF 672 MILE,-22.7,121.1,Mar 1913,Feb 1947,32.9,97,  N
10221,RPF 69 MILE,-30.4,118.5,Jul 1929,Feb 1938,7.2,83,  N
10272,RPF 7 MILE,-31.55,117.2667,Jun 1910,Dec 1911,1.4,89,  N
4034,RPF 734 MILE,-22.0167,121.4,Jan 1913,Feb 1947,32.6,95,  N
4066,RPF 798 MILE,-21.2,121.2,Jan 1913,Sep 1942,27.3,92,  N
4052,RPF 80 MILE,-20.5667,120.65,Sep 1909,Nov 1943,27.8,81,  N
7167,RPF TWO 115 MILE,-28.15,116.6167,Jan 1911,Jan 1914,2.8,89,  N
7140,RPF TWO 64 MILE,-27.65,117.6,May 1910,Mar 1935,21.8,87,  N
2059,RUBY CREEK GOLDMINE,-18.4333,127.75,Apr 1899,Oct 1900,1.2,74,  N
2026,RUBY PLAINS,-18.5958,127.6419,Apr 1901,Nov 2017,69.2,59,  N
13026,RUDALL RIVER,-22.5833,122.2667,Oct 1971,Aug 1972,0.8,91,  N
8277,RUFUS DOWNS,-30.2833,116.65,Jan 1929,Jan 1968,39,100,  N
10561,RUSHY POOL,-33.0272,117.3878,Apr 1911,Apr 2015,103.4,99,  N
9765,RUTHVEN,-34.4322,117.3164,Jan 1937,Nov 2000,37.3,58,  N
8313,S BEND,-28.9853,114.7725,Jul 2004,Jul 2013,5.6,53,  N
9149,SAFETY BAY,-32.3,115.7147,Jun 1999,Mar 2005,5.8,97,  N
9727,SAINT WERBURGHS,-34.7,117.6,Jan 1907,Oct 1919,12,93,  N
12070,SALMON GUMS,-32.9803,121.6433,Jan 1922,Nov 2015,79.7,81,  N
12071,SALMON GUMS RES.STN.,-32.9869,121.6239,Jun 1932,Nov 2017,84.9,99,  Y
12316,SALMON GUMS WEST,-33.005,121.435,Jun 1994,Mar 1997,2.8,99,  N
9177,SAN ANGELO,-31.1216,115.4458,Jan 1973,Jun 2017,38.5,85,  N
5064,SAND HILL,-22.7825,119.6172,May 1971,Jul 1984,13.1,97,  N
8116,SANDSPRINGS,-28.7894,114.9417,Jan 1901,Aug 2017,95.3,80,  N
12072,SANDSTONE,-27.9872,119.2981,Nov 1904,Oct 2017,106.9,94,  N
9728,SANTA MARIE,-34.9,117.55,Sep 1921,May 1931,9.8,100,  N
2040,SAUNDERS CREEK,-18.0333,127.9833,Nov 1964,Oct 1974,7.1,70,  N
9212,SAWYERS VALLEY,-31.9031,116.2008,May 1972,Jul 1996,20.8,85,  N
12073,SCADDAN POST OFFICE,-33.4425,121.7228,Jan 1907,Sep 1999,84,89,  N
12198,SCADDAN WEST,-33.3844,121.4494,May 1964,Jul 2017,53,98,  N
9129,SCARBOROUGH BEACH POST OFFICE,-31.8931,115.7617,Nov 1964,Aug 1986,21.8,93,  N
9926,SCOTT RIVER,-34.2989,115.4447,Jan 1974,Jun 2008,34.5,89,  N
9827,SECOND BEACH,-33.8819,121.8597,May 1972,Oct 2017,44.3,93,  N
11041,SEEMORE DOWNS,-30.7428,125.2936,Jul 1937,Nov 2017,41.9,52,  N
10774,SENNOCKE,-32.8,116.8,Aug 1910,Jan 1925,12.1,83,  N
9039,SERPENTINE,-32.3536,116.005,Jan 1907,Nov 2017,92.2,83,  N
9115,SERPENTINE MAIN DAM,-32.4022,116.1039,Jan 1963,May 2016,52.2,97,  N
9073,SERPENTINE PIPE HEAD,-32.3733,116.0581,Jul 1959,Dec 1992,32.4,97,  N
12101,SEVEN OAKS,-31.3214,118.5475,Sep 1922,Oct 2017,80.5,82,  N
10283,SHACKLETON,-31.9331,117.8356,Oct 1915,Aug 2017,75.3,73,  N
8117,SHADY GROVE,-29.2844,115.19,Aug 1922,Sep 1971,38.2,78,  N
12267,SHAMBA,-33.5425,121.2014,Apr 1972,Oct 2007,32.3,90,  N
9968,SHANNON,-34.5683,116.3367,Dec 1996,Nov 2017,19.5,86,  Y
9602,SHANNON RIVER,-34.6,116.4167,Nov 1949,Jun 1970,20.6,98,  N
6105,SHARK BAY AIRPORT,-25.8925,113.5772,Jul 2000,Nov 2017,17.4,99,  Y
10287,SHAW,-31.5261,117.5631,Oct 1975,Apr 2004,28.6,99,  N
4067,SHAW RIVER,-20.55,119.3,Feb 1917,Jun 1942,22.6,89,  N
6083,SHAWS TANK,-24.3,113.8,May 1922,Jan 1942,19.1,97,  N
4084,SHAY GAP,-20.4958,120.1672,Aug 1972,Oct 1993,18.8,89,  N
3079,SHELAMAR,-18.9897,121.7208,Jul 1989,Jan 2017,11.7,36,  N
8020,SHELLEYVALE,-28.9822,116.1683,Jan 1951,Sep 2003,51,95,  N
10884,SHERAWANYAH,-33.8592,118.125,Jan 1982,Dec 2012,31,99,  N
4086,SHERLOCK,-20.8956,117.6447,Jan 1956,Apr 2017,40.8,66,  N
7078,SHERWOOD,-26.5593,118.5423,Jun 1925,Oct 2017,83.7,90,  N
10835,SHOOTERS HILL,-34.1483,118.1911,Apr 1970,Jun 1998,27.3,96,  N
12174,SIBERIA,-30.25,120.95,Mar 1902,Oct 1930,23.6,82,  N
2077,SIDDINS CREEK,-16.9203,126.5511,Nov 2009,Nov 2017,8.1,99,  N
3039,SILENT GROVE,-16.9667,125.3,Dec 1959,Dec 1972,12.3,94,  N
12207,SIMON HILLS,-31.8333,123.05,Aug 1966,Jul 1973,4.7,43,  N
109517,SOMME CREEK,-33.9569,116.1433,Oct 2013,Nov 2017,4.2,99,  N
2049,SOPHIE DOWNS,-18.1947,127.8147,Oct 1980,Feb 2017,35.8,96,  N
9223,SORRENTO,-31.8367,115.7692,May 1993,Apr 2011,13.1,71,  N
10775,SORRENTO,-33.9833,117.4,Jun 1912,Jan 1938,24.3,95,  N
10776,SOUTH CAROLING,-32.2072,117.4042,Feb 1910,Nov 2014,45.8,43,  N
9873,SOUTH DANDALUP DAM,-32.6492,116.0383,Jan 1974,Nov 2009,35.8,99,  N
3092,SOUTH EAST WATERBANK,-17.8578,122.2725,Sep 1996,Aug 1999,3,85,  Y
8060,SOUTH HOLMWOOD,-29.0364,115.5536,Jan 1921,Nov 2017,96.2,99,  N
8310,SOUTH HOLMWOOD ALERT,-29.0291,115.5548,Nov 2001,Nov 2017,16,98,  N
8291,SOUTH MERIDALE,-30.5475,116.3981,Jun 1990,May 1999,7.8,86,  N
9684,SOUTHAMPTON,-33.8833,115.9833,May 1911,Aug 1920,8.2,87,  N
10166,SOUTHBOURNE,-31.7381,116.4928,Jan 1907,Aug 2013,87.3,81,  N
10224,SOUTHERN BROOK,-31.6,116.8,Sep 1921,Mar 1934,12.4,99,  N
12074,SOUTHERN CROSS,-31.2319,119.3281,Mar 1889,Nov 2007,102.5,86,  N
12320,SOUTHERN CROSS AIRFIELD,-31.2353,119.3564,Oct 1996,Nov 2017,21.2,97,  Y
12175,SOUTHERN HILLS,-32.1961,122.8297,Apr 1902,Nov 2013,38.7,34,  N
12306,SPARKLE HILL,-33.5239,122.9469,Feb 1992,Oct 2017,25.8,99,  N
9070,SPEARWOOD,-32.1517,115.8008,Feb 1958,Feb 1990,32.1,96,  N
12075,SPEDDINGUP,-33.5172,121.75,Jan 1931,Dec 2016,75.8,87,  N
2027,SPEEWA STATION,-16.35,128.0333,Oct 1908,Dec 1944,34.9,96,  N
4049,SPLIT ROCK,-21.6,119.6,Nov 1927,Sep 1949,21.8,99,  N
2028,SPRING CREEK,-16.818,128.8656,Apr 1927,Dec 2015,72.9,82,  N
10257,SPRING VALLEY,-31.5094,117.7681,Jan 1959,Nov 2017,58.3,86,  N
10203,SPRINGDALE,-31.3,117.8,May 1911,Jan 1925,10.8,78,  N
9209,SPRINGDALE,-32.4331,116.0289,Dec 1970,May 2013,39.6,93,  N
9512,SPRINGFIELDS,-34.4011,115.9353,Feb 1912,Jun 2006,92.6,98,  N
2050,SPRINGVALE,-17.7842,127.6853,Jul 1918,Feb 2017,43.3,43,  N
2054,SPRINGVALE WEST,-17.8333,127.2333,Mar 1971,Oct 1971,0.3,37,  N
10638,ST ALBANS,-32.5228,118.3047,Jan 1912,Apr 2017,104.2,99,  N
4017,STATION PEAK,-21.15,118.1,Feb 1904,May 1911,5.5,75,  N
6102,STEEP POINT,-26.1764,113.2149,Jul 1996,Nov 2017,21.1,98,  N
10777,STOCK HILL,-32.3,116.9833,Feb 1903,Dec 1927,21.7,87,  N
9645,STOKES INLET,-33.7981,121.1503,Jan 1997,Oct 2017,20.8,95,  N
9173,STONEVILLE,-31.8758,116.1764,Mar 1973,Mar 1994,21.1,99,  N
9109,STONEVILLE RESEARCH STN,-31.8531,116.1783,Jun 1965,Oct 2000,33.8,92,  N
10828,STONEY CROSSING,-32.3833,117.1333,May 1909,Jan 1916,6.8,100,  N
10778,STRACHANLY,-33.6,120.2,Jul 1922,Mar 1942,18.8,95,  N
8167,STRATHAIRD,-29.45,115.4667,Jan 1957,Jul 1969,12.6,100,  N
9577,STRATHALBYN,-34.6161,116.0239,Jan 1926,Dec 1991,58.5,88,  N
9176,STRATHBOGIE,-30.5333,115.3333,Jul 1973,Jan 1974,0.6,79,  N
10282,STRATHMORE,-31.1,117.2,Jan 1912,Dec 1918,6.8,96,  N
10891,STRATHMORE,-34.3,117.5,Jul 1928,Dec 1944,15.3,93,  N
8295,STRAWBERRY,-29.2094,115.2628,Jan 1995,Nov 2017,22.8,99,  N
8086,STRAWBERRY NORTH,-29.1514,115.2428,Dec 1900,Dec 2014,107.3,94,  N
4036,STRELLEY,-20.4681,119.0556,Oct 1906,Mar 2017,85.2,77,  N
4093,STRELLEY PUMPING STATION,-20.3292,119.1878,Dec 1983,Feb 2001,13.5,78,  N
2029,STURT CREEK,-19.1625,128.1633,May 1899,Nov 2017,100,84,  N
12176,STURT MEADOWS,-28.6781,120.9706,Dec 1900,Mar 2017,108.1,93,  N
9983,STYLES TOWER,-33.9123,115.8999,Oct 2013,Nov 2017,3.8,68,  N
9102,SUBIACO,-31.9,115.8,Jan 1907,Dec 1938,31.3,98,  N
9151,SUBIACO TREATMENT PLANT,-31.9556,115.7928,Jul 1967,Aug 2017,49.2,98,  N
9175,SUMMER VALLEY,-30.8872,116.0294,Jul 1973,Dec 1983,6.6,63,  N
8248,SUNDALARA,-29.5333,115.3667,Jun 1970,Dec 1974,4.5,95,  N
13022,SUNDAY WELL,-25.1667,122.3,Mar 1968,Dec 1971,3.8,98,  N
8118,SUNDERLAND,-28.3231,114.9453,Nov 1923,Sep 1998,65.6,87,  N
10780,SUNNINGHILL,-32.4,117.0167,Feb 1889,Sep 1919,14.6,48,  N
9103,SUNNY DELL,-31.9333,116.2,Jan 1919,May 1935,14.4,87,  N
8021,SUNNYDALE,-30.0425,116.6981,Feb 1957,Dec 2012,52,92,  N
10712,SUNNYSIDE,-33.9,117.6,Dec 1897,Dec 1907,1.2,12,  N
10200,SUNNYSIDE,-31.1,118.25,Feb 1911,Jan 1940,22.5,78,  N
12248,SWAN LAGOON,-33.2667,121.65,Mar 1898,Sep 1911,4.8,36,  N
9181,SWAN VIEW,-31.8817,116.0592,Oct 1973,Aug 2014,40.9,99,  N
10904,SWANARA,-32.1717,118.6136,Jan 1957,Nov 2017,56.9,92,  N
9215,SWANBOURNE,-31.9558,115.7619,Nov 1993,Nov 2017,24.1,100,  Y
9061,SWANBOURNE MILITARY POST OFFIC,-31.9667,115.75,Sep 1954,Jul 1974,19.3,94,  N
9858,SYLVAN LOCH,-33.65,116.5667,Jul 1935,Apr 1977,41.8,100,  N
8256,SYLVANDALE,-29.4333,116.4833,Jul 1936,May 1939,2.9,100,  N
7079,SYLVANIA,-23.5867,120.0517,Jan 1950,Mar 2009,38.3,62,  N
4047,TABBA TABBA,-20.8333,118.9,Dec 1924,Sep 1976,51.3,99,  N
5049,TABLELAND,-21.6,117.6,Aug 1907,Oct 1915,3.7,44,  N
8300,TABLETOP,-29.0692,115.0915,Nov 2001,Nov 2017,16.1,99,  N
9689,TAKENUP CREEK,-34.7597,117.9597,Jan 1999,Jul 1999,0.6,100,  N
10885,TALBOT BROOK,-32.0167,116.6667,Jan 1929,Jul 1934,5.5,99,  N
10642,TALBOT HOUSE,-32.1,116.75,Jan 1905,Oct 1972,66,97,  N
4037,TALGA TALGA,-21.05,120,Aug 1897,Oct 1970,62.1,85,  N
3042,TALGARNO,-19.2833,121.5,Sep 1959,Dec 1963,3.5,81,  N
12289,TALGOMINE DNS,-31.2,118.5833,Jun 1913,Oct 1947,33.5,97,  N
10274,TALGOMINE DOWNS,-31.2167,118.35,May 1911,Dec 1916,5.7,100,  N
6007,TALISKER,-26.2739,115.2578,Jan 1998,Mar 2004,2.6,41,  N
9829,TALLANGATTA,-33.8911,120.3256,Feb 1972,Sep 2011,39.7,98,  N
8119,TALLERING,-28.3772,115.8508,Jan 1905,Aug 2005,92.8,92,  N
6045,TAMALA,-26.6969,113.7158,Dec 1900,Sep 2017,96.8,82,  N
9264,TAMALA PARK (MINDARIE),-31.7078,115.7244,Apr 2004,Oct 2017,13.6,99,  N
9633,TAMAR,-34.8644,118.1122,Jan 1947,Nov 2017,55.7,78,  N
9930,TAMARU,-34.8794,118.0467,Apr 1966,Oct 2017,51.5,97,  N
10680,TAMBARMERING,-32.5667,117.8689,Sep 1907,Jun 1984,76.5,99,  N
10825,TAMBAROORA,-32.9425,117.5683,Dec 1969,Apr 1991,21.3,99,  N
10643,TAMBELLUP,-34.0444,117.6419,Jan 1907,Nov 2017,104.6,91,  N
4085,TAMBOURAH,-21.75,119.1833,Jul 1898,Nov 1900,1.2,48,  N
9054,TAMBREY,-30.6033,115.6428,Feb 1938,Jul 2015,58.4,75,  N
5035,TAMBREY,-21.6,117.6,May 1896,Dec 1949,46.1,86,  N
10226,TAMMATON,-31.2,116.9,Apr 1913,Dec 1918,5.4,94,  N
10121,TAMMIN,-31.6431,117.4872,May 1911,Nov 2017,106.6,99,  N
12177,TAMPA,-29.2,121.45,Oct 1900,Jul 1938,31.3,83,  N
10802,TANAMI,-33.4661,118.6361,Apr 2003,Sep 2017,14.4,99,  N
9604,TANDARA,-34.95,118.15,Jun 1950,Feb 1974,23.5,99,  N
7179,TANGADEE,-24.4114,118.9408,Jan 1960,May 2017,54.8,95,  N
3087,TANJUNGPANDAN,-17.5606,122.1458,Aug 1993,Jun 2000,6.4,92,  N
7156,TARDIE STATION,-27.9578,116.3383,May 1910,Dec 2014,50,48,  N
8124,TARDUN,-28.7928,115.7344,Oct 1924,Dec 2001,57.6,74,  N
8308,TARDUN HILL,-28.7996,115.7616,Nov 2001,Nov 2017,16,98,  N
9768,TARIPTA,-34.3606,117.6186,Jan 1938,Sep 2003,37.1,55,  N
12283,TARMOOLA,-28.7175,121.1506,May 1980,Mar 2016,29.3,81,  N
12015,TARMOOLA MINE,-28.6678,121.1617,Dec 2003,May 2004,0.5,95,  N
10793,TARWONGA,-33.2114,116.9919,Jul 1961,Oct 2017,53.6,94,  N
10306,TASCOSA,-30.6042,117.2275,Jun 1994,Apr 2008,13.6,97,  N
8292,TAWARRI WEST,-28.5164,115.37,Jan 1975,Aug 2017,42.5,99,  N
10266,TAYLOR,-31.2333,116.9667,Jul 1913,Dec 1915,2.4,97,  N
10122,TELENNING HILL,-31.8308,117.4875,Oct 1915,Nov 2017,100,98,  N
13030,TELFER AERO,-21.7125,122.2281,Jan 1974,Nov 2017,43.9,98,  Y
9739,TELINA DOWNS,-33.6789,122.3311,Dec 1961,Nov 2017,54.3,94,  N
7300,TEN SIXTY SIX,-24.1847,119.7175,Jan 1998,Nov 2017,15.7,27,  N
8120,TENINDEWA,-28.6214,115.3644,Jan 1909,Sep 1978,64.5,92,  N
8237,TENINDEWA,-28.6857,115.2806,Nov 2001,Nov 2017,16.1,98,  N
8128,TENINDEWA BINDU,-28.5536,115.2456,Jul 1915,Aug 2017,102.1,100,  N
9605,TENTERDEN,-34.367,117.553,Nov 1915,Oct 2017,38.2,37,  N
10868,TERESA DALE,-33.9931,117.2756,Jun 1927,Dec 1990,51.1,80,  N
2031,TEXAS DOWNS,-17.0103,128.4669,Oct 1922,Sep 1995,66.3,91,  N
3056,THANGOO,-18.1792,122.3583,Jul 1893,Feb 2014,68.3,57,  N
9817,THE BEEF MACHINE,-33.7517,122.3708,Jan 1970,Nov 1992,22.9,99,  N
12268,THE CAMP,-33.45,121.5833,Apr 1972,Dec 1973,1.8,100,  N
9052,THE CHESTNUTS,-32.4,116.0167,Jan 1907,Apr 1956,5.3,11,  N
9797,THE CUMBERLAND,-34.1167,116.3667,Jun 1936,Mar 1941,4.7,97,  N
9815,THE DUKE,-33.8819,122.5661,Mar 1971,Nov 2017,40.6,86,  N
10123,THE GRANITES,-31.9925,117.9325,Aug 1910,Sep 2017,105.5,98,  N
12076,THE HERMATIGE,-32.8,121.5,Mar 1929,Apr 1947,18,99,  N
10636,THE OAKS,-33.1567,117.6706,Jan 1907,Dec 2012,102.8,96,  N
9802,THE OAKS,-33.6633,121.6306,Jan 1967,Dec 2016,49.9,98,  N
6028,THE OVERLANDER,-26.4,114.4667,Jan 1960,Jun 1970,7.4,71,  N
10083,THE PINES,-31.3725,118.1961,Jan 1913,May 2017,103.6,99,  N
10893,THE WARRIUPS,-34.3078,117.4347,Jan 1907,Oct 2017,82.5,72,  N
9927,THE WOLD - LOWDEN,-33.6028,116.0128,Apr 1974,Oct 2017,43.3,99,  N
1010,THEDA,-14.7883,126.4964,Oct 1965,Nov 2017,49.9,94,  N
5079,THEVENARD ISLAND,-21.4625,115.0194,Feb 1978,Jun 1989,8.5,71,  N
9648,THIRLMERE,-33.5064,115.6403,Jun 1954,Jun 2017,62.3,97,  N
9715,THOMAS RIVER,-33.8025,123.0331,Jan 1907,Jun 2017,68.8,51,  N
9989,THOMSON BROOK,-33.6458,115.9553,Jun 2003,Nov 2017,14.5,99,  N
10907,THORNTON PARK,-32.4842,116.7042,Jan 1972,Jul 1985,10.3,76,
7080,THREE RIVERS,-25.1256,119.1514,Sep 1907,Nov 2017,92,82,  N
8121,THREE SPRINGS,-29.5339,115.7628,Jan 1907,Nov 2017,110.3,97,  N
7081,THUNDELARRA,-28.8928,117.1333,Jan 1907,Nov 2017,109.4,98,  N
8298,TIBRADDEN,-28.7597,114.937,Nov 2001,Nov 2017,15.2,93,  N
8029,TIBRADDEN,-28.7517,114.9017,Feb 1900,Sep 1970,10.4,15,  N
10645,TILSDOWN FARM,-33.2833,117,Feb 1948,Aug 1961,13,95,  N
10750,TIMBER HILLS,-32.7286,117.8167,Jul 2002,Apr 2014,11.8,99,  N
10781,TINGERUP,-34.1,117.7,Nov 1909,Nov 1921,10.8,90,  N
10650,TINKURRIN,-33,117.75,Nov 1910,Oct 1953,39.3,91,  N
13040,TJUKAYIRLA,-27.1542,124.5747,Jul 1994,Nov 2017,17.2,71,  N
13041,TJUKURLA,-24.3467,128.7189,May 2004,Nov 2007,0.7,3,  N
5072,TOM PRICE,-22.6967,117.7703,Oct 1972,Apr 2011,34.8,89,  N
5076,TOM PRICE AERO,-22.745,117.6656,Mar 1976,Jul 1995,19.1,98,  N
9656,TONEBRIDGE,-34.1867,116.7133,May 1956,Apr 1985,28.8,98,  N
9931,TOOBURRA,-34.8736,118.0822,Apr 1977,Dec 2000,20.1,83,  N
10125,TOODYAY,-31.5517,116.4703,Jan 1877,Nov 2017,112.9,79,  N
10308,TOODYAY EAST,-31.55,116.4867,Nov 2000,Nov 2017,16.9,96,  N
10782,TOOLBRANUP,-34.0167,117.9,Jan 1907,May 1912,5.3,98,  N
10227,TOONGA,-31.4,117.5,Feb 1909,Feb 1936,21,77,  N
10284,TOONJA,-31.2333,117.5,Jan 1935,Sep 1937,2.4,88,  N
8122,TOOTRA,-30.6,116.4,Feb 1911,Jan 1972,56.3,92,  N
8123,TOP WELL,-28.3781,114.7619,Jan 1935,Aug 1992,45.1,78,  N
9608,TOTTENUP,-33.9833,116.5333,May 1929,Sep 1969,39.8,98,  N
6046,TOWERA,-23.1747,115.1194,Aug 1893,Mar 2000,85.8,80,  N
6047,TOWRANA,-25.405,115.2267,Dec 1914,Nov 1993,75.7,96,  N
9208,TRANGIE,-32.4489,116.0242,Nov 1970,Apr 1986,13.8,89,  N
12078,TRANS RAILWAY 1072,-30.9,122,Aug 1940,Jul 1968,27.8,99,  N
11002,TRANS RAILWAY 857,-31,125.5833,Aug 1940,Jul 1952,12,100,  N
10126,TRAYNING,-31.1153,117.7942,Mar 1910,Nov 2017,106.3,98,  N
109514,TREEN BROOK (KING TROUT),-34.4986,116.0008,May 2011,Oct 2011,0.5,39,  N
10127,TRESILLIAN,-31.7,117.9,May 1909,Apr 1953,43.4,99,  N
8175,TREVOSEE,-29.6833,115.7167,Apr 1954,Nov 1955,1.6,95,  N
2052,TROPICAL FARM - ORD RIVER,-15.8367,128.7397,Jan 1980,Jun 2005,25.3,99,  N
1007,TROUGHTON ISLAND,-13.7542,126.1485,Sep 1956,Nov 2017,32.3,52,  Y
12178,TROY,-31.55,119.25,Apr 1930,Jan 1944,10.7,77,  N
12179,TRURAY,-33.25,121.9333,Apr 1929,Dec 1934,5.8,100,  N
1020,TRUSCOTT,-14.09,126.3867,May 2004,Nov 2017,13.5,93,  Y
7082,TUCKANARRA,-27.1192,118.0842,Jan 1900,Dec 2014,76.4,66,  N
9203,TUDOR PARK,-31.8986,116.3236,Apr 1988,Aug 1989,1.4,95,  N
7083,TUREE CREEK,-23.6239,118.6561,Jan 1920,Oct 2017,91.8,93,  N
